"EnsemblID" "Coef.GroupTAD" "p.value.lfc0.5" "FDR.lfc0.5" "B.lfc0.5" "Exp.NAD1" "Exp.TAD1"
"ENSG00000003096" 0.159304073214976 0.993590279374055 1 -Inf 1.6249396802251 1.78424375344008
"ENSG00000003137" -0.964842715468129 0.000134651184705498 0.00040743993132097 7.80520952099272 2.3268258940203 1.36198317855217
"ENSG00000003147" 1.66043077245083 2.21680796528868e-62 5.62626981190249e-61 Inf 4.22675448751153 5.88718525996236
"ENSG00000003249" 1.85103936311291 6.49042337642044e-39 8.49928340647735e-38 Inf 2.37781942284903 4.22885878596195
"ENSG00000003393" 0.360259176193855 0.999481350489661 1 -Inf 4.12439649277837 4.48465566897222
"ENSG00000003400" -0.0711560859654866 0.999999999999215 1 -Inf 4.98808867887828 4.9169325929128
"ENSG00000003402" -0.578960664673313 0.0514792375790586 0.12071677024926 1.98566000389393 8.18263855584054 7.60367789116723
"ENSG00000003436" -1.13207661881901 5.55540587484861e-05 0.000173023262302962 8.66191147009453 8.75304337419037 7.62096675537137
"ENSG00000003509" 0.702721593667723 2.58613196234254e-08 1.00880726906748e-07 16.1093268390108 2.93279028092884 3.63551187459657
"ENSG00000003756" 0.208407700343306 1 1 -Inf 5.9845312078879 6.19293890823121
"ENSG00000003987" 0.679358204459872 0.0659238007137671 0.152114969637682 1.71810843506656 0.290260774148623 0.969618978608495
"ENSG00000003989" -0.216412388048508 0.948760547235772 1 -Inf 5.56265501285572 5.34624262480722
"ENSG00000004059" 0.460328978003666 0.912490700720761 1 -Inf 7.05111637445843 7.51144535246209
"ENSG00000004139" -0.21591840125103 0.999998997893055 1 -Inf 2.08647303482754 1.87055463357651
"ENSG00000004142" 0.607242805082991 0.000594126413811409 0.00170242837405889 6.37399571271095 6.23007147036051 6.8373142754435
"ENSG00000004399" -0.41137430304805 0.84300588999308 1 -Inf 7.70134823243992 7.28997392939187
"ENSG00000004455" 0.84459267262199 3.78309561209546e-14 2.02406188178682e-13 29.2285617949982 6.3080006619256 7.15259333454759
"ENSG00000004468" -0.370293588698893 0.845660447240583 1 -Inf 4.2290160077201 3.85872241902121
"ENSG00000004478" 0.966959380533607 2.94875004297721e-12 1.4383116868208e-11 24.9649629457368 5.67846084784412 6.64542022837772
"ENSG00000004487" 1.05175500813559 1.10611818052594e-31 1.16165525322633e-30 Inf 5.5368781052977 6.58863311343329
"ENSG00000004534" 0.730666174199535 1.59855044107191e-07 5.92412655161992e-07 14.3390617998533 5.68055197332119 6.41121814752073
"ENSG00000004660" -0.0852117808027421 0.999999487289967 1 -Inf 2.48016184436436 2.39495006356162
"ENSG00000004700" 0.104933637488667 0.999999999999995 1 -Inf 4.60737455388645 4.71230819137511
"ENSG00000004766" 0.504355233534611 0.465301234726678 0.906300399151256 -2.26927688812914 3.99986711439679 4.5042223479314
"ENSG00000004776" -1.76369178264413 6.01592724478115e-30 5.94816298806424e-29 Inf 6.1340626059826 4.37037082333846
"ENSG00000004777" 0.882875410921341 1.47065222163484e-09 6.15609752334069e-09 18.9058227733801 1.3157560356137 2.19863144653504
"ENSG00000004779" 0.551823690336633 0.0558855536027742 0.13025921996398 1.89866874847009 4.9770854145897 5.52890910492633
"ENSG00000004799" -2.68712335459781 3.10640000713977e-61 7.65217482150938e-60 Inf 8.33881168237348 5.65168832777567
"ENSG00000004838" -1.44015360280762 3.14133016268406e-23 2.45600457410005e-22 Inf 4.59660949655772 3.1564558937501
"ENSG00000004864" 1.54811004796483 1.28996306267221e-63 3.35440459544297e-62 Inf 3.92865005329051 5.47676010125534
"ENSG00000004866" -0.201179671542653 0.999999777802685 1 -Inf 5.8116436219085 5.61046395036585
"ENSG00000004897" 0.485882562489332 0.660879979509358 1 -Inf 5.49602180456675 5.98190436705608
"ENSG00000004948" 0.9105214774414 0.00910354623041904 0.0234362682860724 3.729755264417 -1.22421286528771 -0.313691387846305
"ENSG00000004961" 0.247671584076998 0.999999999999852 1 -Inf 4.65526622641803 4.90293781049503
"ENSG00000004975" 0.286247696521735 0.99999996792725 1 -Inf 4.70013758433617 4.98638528085791
"ENSG00000005001" 0.961500091324449 2.5461828858985e-11 1.17900995598815e-10 22.8611756375798 3.72270898449135 4.6842090758158
"ENSG00000005007" 0.367228813338136 0.998438163562222 1 -Inf 6.16854367363984 6.53577248697797
"ENSG00000005020" 0.143364412404346 0.99999708112127 1 -Inf 6.59646028398985 6.7398246963942
"ENSG00000005022" 0.480441961327143 0.691682868853229 1 -Inf 7.9111866580903 8.39162861941744
"ENSG00000005059" 0.528028297686799 0.317423133256987 0.644822880404113 -0.59635908156943 3.20275176512016 3.73078006280696
"ENSG00000005073" 1.34557065240258 0.000145086329947802 0.000437829202564295 7.73324374704309 -3.04845598094183 -1.70288532853925
"ENSG00000005075" 0.644851150264316 1.12793396214968e-06 3.94374683826242e-06 12.4433753686247 4.70192788856836 5.34677903883267
"ENSG00000005100" 0.56994672448727 0.0313474683691355 0.0758714204546559 2.49981114592017 3.96745925489132 4.53740597937859
"ENSG00000005108" -0.169267153937225 0.997295507949273 1 -Inf 3.27938337490018 3.11011622096296
"ENSG00000005156" 0.880355573192984 1.63549315874306e-18 1.06322923621909e-17 Inf 4.16089231725009 5.04124789044308
"ENSG00000005175" 0.906666773325184 2.19672653522172e-22 1.66251506342213e-21 Inf 4.04471687490959 4.95138364823478
"ENSG00000005187" 0.270860644923848 0.988599927808679 1 -Inf 3.70503922303192 3.97589986795576
"ENSG00000005189" 1.07036082360699 1.01419141101784e-17 6.38267424948954e-17 36.7368005696771 0.601561417976374 1.67192224158336
"ENSG00000005194" 0.441245475150412 0.9402822449418 1 -Inf 5.17379655334003 5.61504202849044
"ENSG00000005206" 0.66299928841961 0.000206204586946008 0.000614608304003813 7.39391059987299 3.93608291751438 4.59908220593399
"ENSG00000005238" -0.05544246295985 1 1 -Inf 4.75704566875307 4.70160320579322
"ENSG00000005243" -0.353931385702838 0.988653607258741 1 -Inf 3.73898610026584 3.38505471456301
"ENSG00000005249" -0.290735362128691 0.954707839324506 1 -Inf 3.40258618694007 3.11185082481137
"ENSG00000005302" 0.125342086443886 1 1 -Inf 4.88274904014891 5.0080911265928
"ENSG00000005339" 0.57896554762573 0.0247965737572803 0.0607108318020817 2.73900125486757 6.75379891140318 7.33276445902891
"ENSG00000005379" -0.217565242246732 0.999760423761425 1 -Inf 3.42611124059858 3.20854599835185
"ENSG00000005381" -0.821663266718938 0.00688359917951873 0.0179000293800137 4.00489075206132 0.0105513483149579 -0.81111191840398
"ENSG00000005421" 0.776270795071531 0.0619766432513305 0.143491419718382 1.78658909504718 -0.840679439251952 -0.0644086441804212
"ENSG00000005436" 0.48627600041939 0.611099214516845 1 -Inf 3.75314134947085 4.23941734989025
"ENSG00000005448" 0.0849135679622947 1 1 -Inf 4.40259933814513 4.48751290610743
"ENSG00000005469" 0.22356872774721 0.999984267655499 1 -Inf 3.53106947993736 3.75463820768457
"ENSG00000005471" 1.75830605378778 3.63036536592547e-26 3.14407471867591e-25 Inf -1.37667470690429 0.381631346883494
"ENSG00000005483" 0.00280239871481221 1 1 -Inf 6.85138793657074 6.85419033528555
"ENSG00000005486" -0.300043006467697 0.999983319843331 1 -Inf 6.85382307440829 6.5537800679406
"ENSG00000005513" -0.0104648263458893 0.999857801100641 1 -Inf 0.296561780143314 0.286096953797425
"ENSG00000005700" 0.492475606568967 0.559228387824656 1 -Inf 6.05462622368618 6.54710183025515
"ENSG00000005801" 0.807892179957473 3.92814237956393e-09 1.60454358812466e-08 17.947841381307 3.37084705055828 4.17873923051576
"ENSG00000005810" 0.201478344247735 0.999999999734818 1 -Inf 6.38340952326887 6.58488786751661
"ENSG00000005812" -0.621010911615148 0.00170109205895769 0.00468598759450577 5.3584815849982 5.9604785547667 5.33946764315155
"ENSG00000005844" -1.34643025594023 6.67664746677417e-70 2.0303674845632e-68 Inf 6.11603875937957 4.76960850343935
"ENSG00000005882" -0.199314421725776 0.999999937884885 1 -Inf 4.24680269286017 4.04748827113439
"ENSG00000005884" 0.268208146057879 0.99826991278794 1 -Inf 8.24910512876306 8.51731327482094
"ENSG00000005889" -0.0169884554686204 1 1 -Inf 4.93938025700919 4.92239180154056
"ENSG00000005893" 0.190817951579405 0.999999787650135 1 -Inf 7.70513503564865 7.89595298722805
"ENSG00000005961" -0.683433496686722 0.0749312346562677 0.171236101389909 1.57689199784795 0.794845338425324 0.111411841738603
"ENSG00000005981" -0.233428398809493 0.945221551051522 1 -Inf -0.406784127818239 -0.640212526627733
"ENSG00000006007" 0.259538302345398 0.999963708265248 1 -Inf 6.94023414778422 7.19977245012962
"ENSG00000006015" 0.178412150851566 1 1 -Inf 5.45409788881137 5.63251003966294
"ENSG00000006016" 2.24912536392538 8.04040444381126e-14 4.24980725019853e-13 28.4867028171038 1.30458948893701 3.55371485286239
"ENSG00000006025" 0.587515377819278 0.0716264753368924 0.164339531968359 1.6262877873181 3.32843015529107 3.91594553311035
"ENSG00000006042" -0.18877684477891 0.99994543474722 1 -Inf 6.12538259714011 5.9366057523612
"ENSG00000006047" 2.95823630899626 9.55179211378536e-32 1.00576518218544e-30 Inf -1.28523815940843 1.67299814958783
"ENSG00000006062" -0.417181124255597 0.897514469826957 1 -Inf 4.39161024274294 3.97442911848735
"ENSG00000006071" -0.981446153108635 0.000208502409328543 0.000621272892071309 7.38311866686584 -0.738275213334304 -1.71972136644294
"ENSG00000006118" 1.70366846947498 4.15024887309926e-36 4.97460659500109e-35 Inf 3.5357188973937 5.23938736686868
"ENSG00000006125" 0.319540927411834 0.996057814578136 1 -Inf 8.43363488664667 8.7531758140585
"ENSG00000006194" 0.372901466429824 0.99994250694976 1 -Inf 4.41092145496184 4.78382292139166
"ENSG00000006210" -1.25544540451867 2.92068359071102e-14 1.57143096511997e-13 29.4819157595996 7.11269201258011 5.85724660806144
"ENSG00000006282" 0.947332881833502 2.2291205500669e-14 1.2048279692631e-13 29.7474653037024 5.04363005166371 5.99096293349721
"ENSG00000006283" 0.533366785824715 0.405468334635678 0.803462045988936 -1.40807438536321 -1.78811024811208 -1.25474346228736
"ENSG00000006327" 0.450610451000247 0.863519102808386 1 -Inf 6.43095548152562 6.88156593252587
"ENSG00000006377" 2.11824605485938 1.33295059060528e-10 5.93042050061017e-10 21.245755791527 -3.03138556109549 -0.913139506236107
"ENSG00000006432" 0.878835971255658 7.07050085551373e-09 2.84134621544745e-08 17.3764027567102 3.50895092247845 4.38778689373411
"ENSG00000006451" -0.203417140533298 0.999999984147389 1 -Inf 6.41251736075841 6.20910022022512
"ENSG00000006453" 1.54395799610227 8.01048376405171e-61 1.94937934795646e-59 Inf 4.71380660023719 6.25776459633946
"ENSG00000006459" 0.322108744292723 0.998434209965519 1 -Inf 4.65027571079793 4.97238445509066
"ENSG00000006468" -1.73378610117189 1.23867604993672e-27 1.13227045383256e-26 Inf 6.64591711096978 4.91213100979789
"ENSG00000006530" 0.93092761489181 3.18275106755947e-21 2.29965777171146e-20 Inf 3.74893004474392 4.67985765963573
"ENSG00000006534" -1.29652556041821 7.89375881504387e-19 5.18706917101003e-18 Inf 7.42501486113448 6.12848930071627
"ENSG00000006555" 0.814219529571592 2.94735333255826e-06 9.98731445343114e-06 11.5141848375572 2.82166584500153 3.63588537457313
"ENSG00000006576" 1.11047218554574 8.18636633288401e-29 7.80247271964445e-28 Inf 4.26707595923795 5.3775481447837
"ENSG00000006606" 0.858338000463683 0.0105129352286304 0.0268889821899351 3.58878155545792 -1.85269785168923 -0.994359851225547
"ENSG00000006607" 0.565446876261303 0.054063157675412 0.126377896550001 1.93337130888385 4.33044306398348 4.89588994024478
"ENSG00000006625" 1.4759413130897 7.58993878332784e-56 1.65831912482253e-54 Inf 4.47640504590781 5.95234635899751
"ENSG00000006634" 1.64207952351476 1.05463281605975e-102 6.56321183765231e-101 Inf 1.83896051259154 3.4810400361063
"ENSG00000006638" -0.799222728952394 3.60209107325501e-08 1.39081123057047e-07 15.788208315817 2.66183762266971 1.86261489371731
"ENSG00000006652" 0.503170308990133 0.482359025240255 0.934274307800574 -2.65428018423238 4.65654936518084 5.15971967417098
"ENSG00000006695" 0.70413275705778 3.44335575880809e-05 0.000108470293226456 9.12892574144368 2.5806903319707 3.28482308902848
"ENSG00000006704" 1.41685242342944 1.53873142931644e-45 2.49838775934489e-44 Inf 3.59103740410776 5.0078898275372
"ENSG00000006712" 0.156574877017726 1 1 -Inf 6.03047378998072 6.18704866699845
"ENSG00000006715" 0.744979726778848 4.4483724882776e-06 1.48804685283521e-05 11.1154461613536 5.95179284371056 6.69677257048941
"ENSG00000006740" -1.43781666451004 4.10759367100616e-22 3.07053701676813e-21 Inf 5.91612170616829 4.47830504165825
"ENSG00000006744" 0.327706736818537 0.999995104566769 1 -Inf 5.41938698471584 5.74709372153438
"ENSG00000006747" 1.11860296273064 0.000793193811089791 0.00224499983057109 6.09680230963668 3.12688169698597 4.24548465971661
"ENSG00000006756" 0.336181387446656 0.98905208739567 1 -Inf 6.21248410924823 6.54866549669489
"ENSG00000006757" 0.00192901154644306 0.999999999996505 1 -Inf 3.98347468797137 3.98540369951781
"ENSG00000006831" -0.52137190474117 0.367629134035171 0.735880623704538 -1.02466672564028 6.75168869715692 6.23031679241575
"ENSG00000006837" 0.505644396245417 0.461684039402664 0.900214460765636 -2.19960974930992 -1.03388778464782 -0.528243388402398
"ENSG00000007038" -1.29614154588638 0.00294950469293127 0.00794106534055872 4.8277350753267 2.22458101961843 0.928439473732051
"ENSG00000007047" 0.760137159777884 5.59241118934389e-09 2.26456602169624e-08 17.6032975817931 4.28693596082068 5.04707312059857
"ENSG00000007080" 0.161640828654048 1 1 -Inf 5.22744011388904 5.38908094254309
"ENSG00000007129" -1.51766879769351 3.7072962081055e-20 2.57499519969346e-19 Inf 2.3693029585786 0.851634160885085
"ENSG00000007168" -0.421120010450403 0.967610025290132 1 -Inf 7.31405690667097 6.89293689622057
"ENSG00000007171" -1.2691686947132 5.9052321887992e-08 2.25281974239994e-07 15.3059127754759 0.691160514091083 -0.578008180622114
"ENSG00000007202" 0.218834825613247 0.999999999986232 1 -Inf 6.97796372102168 7.19679854663493
"ENSG00000007237" -0.698136066240066 2.86632800870072e-06 9.7225884750073e-06 11.5410489482984 5.84369730253823 5.14556123629816
"ENSG00000007255" 0.205438118713634 0.999999456341727 1 -Inf 3.72301555686129 3.92845367557493
"ENSG00000007264" -1.24466585512562 1.32867116250824e-16 7.88999085305117e-16 34.7908904206218 2.62285034074576 1.37818448562014
"ENSG00000007312" 0.207524638230003 0.999998127059551 1 -Inf 4.40020256441394 4.60772720264394
"ENSG00000007341" 0.451268129190154 0.840174700122981 1 -Inf 2.21816620257126 2.66943433176141
"ENSG00000007372" -1.4753265720375 2.48450406718429e-33 2.76834901632324e-32 Inf 1.43524148113405 -0.0400850909034467
"ENSG00000007376" 0.59626995538909 0.000547746070755681 0.00157334149303514 6.45297900132058 5.23355374791411 5.8298237033032
"ENSG00000007384" 0.6176294361843 0.0233745376187402 0.0574180105919952 2.79826487946431 4.23707405939324 4.85470349557754
"ENSG00000007392" 0.762860256122893 1.72283006277119e-10 7.63124880823353e-10 20.9935994057857 4.26197291696557 5.02483317308847
"ENSG00000007402" -4.39157547860215 1.67451200029358e-98 9.56231980622194e-97 Inf 8.20874883812315 3.817173359521
"ENSG00000007520" 0.2977410887582 1 1 -Inf 5.98140983218848 6.27915092094668
"ENSG00000007541" -0.137020101991138 0.999999999999145 1 -Inf 5.36613202305352 5.22911192106238
"ENSG00000007545" 0.225402852130047 0.99999997058589 1 -Inf 3.31598797344914 3.54139082557919
"ENSG00000007866" 0.547521869528395 0.150215049172664 0.326394195591797 0.724539240068077 4.5155157418143 5.0630376113427
"ENSG00000007923" 0.613554004375874 0.000380215542068598 0.00110940813051544 6.80281859764061 4.18653170667433 4.80008571105021
"ENSG00000007933" -1.28597884873637 7.23814724040658e-14 3.83181452934982e-13 28.5903812465787 4.53849441908329 3.25251557034693
"ENSG00000007944" -0.551543813898491 0.190880623051789 0.406665755587071 0.377766281447228 5.88092111970747 5.32937730580898
"ENSG00000007952" 1.11679752104074 5.15649158899898e-11 2.35623181246803e-10 22.1687872492859 -0.308517718850492 0.808279802190249
"ENSG00000007968" 2.1243716316543 1.07237505455516e-95 5.71772174313349e-94 Inf -0.0393724057150621 2.08499922593924
"ENSG00000008018" 0.251436420795517 0.999999971783894 1 -Inf 6.93106903862914 7.18250545942466
"ENSG00000008056" 0.286511045537524 0.968880608724954 1 -Inf -0.278320248197189 0.00819079734033484
"ENSG00000008083" 0.722524173362618 4.26306938616157e-07 1.53267676142432e-06 13.3884933012527 4.29851327975181 5.02103745311443
"ENSG00000008086" -0.590314997097603 0.0659419402128598 0.15212888100754 1.71800057897483 5.14025050741336 4.54993551031576
"ENSG00000008118" -0.00727309169876496 0.999999855524415 1 -Inf 0.282329231319181 0.275056139620416
"ENSG00000008128" 0.376033922517319 0.964251029784791 1 -Inf 1.78150774887223 2.15754167138955
"ENSG00000008130" 0.576382132140236 0.0382075066719054 0.0912124811890701 2.29891957131003 5.47521971917143 6.05160185131166
"ENSG00000008256" 0.140715716913474 0.999994048110847 1 -Inf 5.25274512376789 5.39346084068137
"ENSG00000008277" 0.548055361611396 0.293153206468622 0.599336106918813 -0.402699650160435 2.29889675999881 2.8469521216102
"ENSG00000008282" 0.0309150410283785 1 1 -Inf 6.97125262833802 7.0021676693664
"ENSG00000008283" 0.718221292680048 3.00135074815469e-06 1.01600120223404e-05 11.4970407724474 6.36516605334719 7.08338734602724
"ENSG00000008294" 0.0558314392632117 0.999999999999922 1 -Inf 7.47694117470095 7.53277261396416
"ENSG00000008300" 2.68003909658374 5.0808290001688e-47 8.58233140608346e-46 Inf -0.0294678908357024 2.65057120574803
"ENSG00000008311" -0.16207504432509 0.999680936140523 1 -Inf 3.47530666974435 3.31323162541926
"ENSG00000008323" 1.34979153581051 5.74320308307507e-23 4.45730213022749e-22 Inf 1.828326053604 3.17811758941451
"ENSG00000008324" 0.362334828337511 0.999999778396209 1 -Inf 4.00876904844009 4.3711038767776
"ENSG00000008382" -0.136552504873219 0.999999999999998 1 -Inf 4.05289986485458 3.91634735998136
"ENSG00000008394" 1.50767225211773 5.08519526346639e-16 2.95085190505017e-15 33.4409637036728 7.99059580330852 9.49826805542625
"ENSG00000008405" -0.250384716213364 0.999962477095785 1 -Inf 4.64862281662415 4.39823810041078
"ENSG00000008441" -1.98206638936878 2.10136567098195e-59 4.9576938207052e-58 Inf 7.40578119304365 5.42371480367487
"ENSG00000008513" -0.121520067692669 0.999253031675007 1 -Inf 6.26042117395341 6.13890110626074
"ENSG00000008516" -0.754045910964469 0.000487438109610621 0.00140654513943197 6.56521130185066 1.73689813577977 0.982852224815302
"ENSG00000008517" -0.218665595609781 0.999530613133018 1 -Inf 6.09876385475441 5.88009825914463
"ENSG00000008710" -0.323006889894362 0.999771286564453 1 -Inf 5.12940222902738 4.80639533913302
"ENSG00000008735" 0.396372619967461 0.777438701803498 1 -Inf 1.97041863169554 2.366791251663
"ENSG00000008838" 0.249953100771789 0.999999831527058 1 -Inf 5.83279459750739 6.08274769827918
"ENSG00000008853" -1.12119449173326 1.97437162104074e-13 1.02470549843894e-12 27.6065862421792 7.03176670108813 5.91057220935487
"ENSG00000008869" -0.0469769913843283 1 1 -Inf 4.87041566698128 4.82343867559695
"ENSG00000008952" -0.115296538735139 0.999999999999997 1 -Inf 8.24402079677201 8.12872425803687
"ENSG00000008988" 0.285925023982113 0.999998219168918 1 -Inf 8.68022834496053 8.96615336894264
"ENSG00000009307" -0.374236822131556 0.967632417216733 1 -Inf 10.0054560185954 9.63121919646386
"ENSG00000009335" 0.576839811310217 0.032709566991501 0.0789973574547833 2.45604850349613 5.98582203940709 6.56266185071731
"ENSG00000009413" -0.29910335164941 0.999999170242832 1 -Inf 5.44785368683242 5.14875033518301
"ENSG00000009694" 0.744006812128137 0.118622345115454 0.261909903247555 1.03606533558338 1.04567467670032 1.78968148882845
"ENSG00000009724" -0.748132517592733 0.00071689055200734 0.00203735571693759 6.1940630951803 1.24279522986223 0.494662712269496
"ENSG00000009765" -0.0770863062035335 0.989139974779996 1 -Inf 1.65319900016933 1.5761126939658
"ENSG00000009780" -0.354090707551952 0.999967717203232 1 -Inf 3.90994742228058 3.55585671472863
"ENSG00000009790" 0.407657531609706 0.995738118987294 1 -Inf 2.80555788475522 3.21321541636493
"ENSG00000009830" 0.734174234846859 2.79052420595008e-06 9.47345500148665e-06 11.5670074073233 3.55911868467386 4.29329291952072
"ENSG00000009844" 0.410312649793579 0.983990493502469 1 -Inf 5.13566220239194 5.54597485218552
"ENSG00000009950" -0.981870669485705 0.000416184291162752 0.00120909386279267 6.71667424823805 1.30256820267592 0.320697533190219
"ENSG00000009954" 0.690060325919632 5.44992117677966e-06 1.81432370941451e-05 10.9171945351815 6.11111745166494 6.80117777758457
"ENSG00000010017" 0.928265140037283 2.25359308634867e-13 1.16540968944416e-12 27.4779557886401 5.44647434652434 6.37473948656162
"ENSG00000010030" 0.728074665263191 0.00124954469258051 0.00348123324539997 5.65688136027409 2.18078019690541 2.9088548621686
"ENSG00000010072" 0.493476520492129 0.582404911937247 1 -Inf 3.52782877034925 4.02130529084138
"ENSG00000010165" 0.618966731640474 0.000668779113839364 0.00190601573334539 6.26083238465064 4.89169587791958 5.51066260956006
"ENSG00000010219" -0.0879733632068637 0.999999991894409 1 -Inf 3.58900357769742 3.50103021449056
"ENSG00000010244" 0.766798319413221 5.18308265595712e-17 3.1315041919866e-16 35.638188281009 6.71854847748916 7.48534679690238
"ENSG00000010256" 0.346745517615426 0.999977539418553 1 -Inf 6.61285145017715 6.95959696779257
"ENSG00000010270" -0.11842764373182 0.999999999999926 1 -Inf 5.53880460892764 5.42037696519582
"ENSG00000010278" -0.589265335140528 0.144683684106612 0.315124795126992 0.776267903622447 8.57229246279637 7.98302712765584
"ENSG00000010292" 0.980369949733829 3.4610884341972e-24 2.79852528623483e-23 Inf 5.04244061818645 6.02281056792028
"ENSG00000010295" -0.563260578914758 0.0432816949160743 0.102631278696238 2.16832409127263 3.65309485438587 3.08983427547111
"ENSG00000010310" 0.614978920671363 0.0862251724924906 0.195093673150783 1.4172460881325 1.21788688760266 1.83286580827402
"ENSG00000010318" 0.0118122906654937 1 1 -Inf 3.04364381867266 3.05545610933815
"ENSG00000010319" -3.00019488268475 6.71695376559764e-133 7.29824257525828e-131 Inf 5.57519891318257 2.57500403049782
"ENSG00000010322" -0.292211152938407 0.999999930509361 1 -Inf 6.09881941990561 5.8066082669672
"ENSG00000010327" 0.0276289235451325 0.999999999923908 1 -Inf 5.29842464969984 5.32605357324497
"ENSG00000010361" -0.302707619146464 0.99984264424317 1 -Inf 4.21253712941366 3.9098295102672
"ENSG00000010379" -2.83275497920562 1.37225785418949e-78 5.10810280130797e-77 Inf 0.383900831331719 -2.4488541478739
"ENSG00000010404" -0.0767110696270053 0.999999999981129 1 -Inf 7.18152211576341 7.1048110461364
"ENSG00000010539" 0.366912436835746 0.999965313173861 1 -Inf 3.40272985058525 3.769642287421
"ENSG00000010610" -0.966204775204194 6.5816388867441e-32 6.96302754012858e-31 Inf 7.22437044973056 6.25816567452637
"ENSG00000010626" -0.6170740623815 0.0257309333938479 0.0628453817921915 2.7021708302223 3.93136216477239 3.31428810239089
"ENSG00000010671" -1.63401643597313 1.78066413413102e-100 1.07810631807734e-98 Inf 4.74008597950921 3.10606954353609
"ENSG00000010704" 0.261074312332336 0.999999541650402 1 -Inf 4.5351124523114 4.79618676464373
"ENSG00000010803" 0.515127057161544 0.387113354593303 0.770508519722743 -1.21118480625729 5.02499851705472 5.54012557421627
"ENSG00000010810" -0.223098412115088 0.999989834190524 1 -Inf 5.83017052369758 5.60707211158249
"ENSG00000010818" 0.245002331533219 0.999996153355791 1 -Inf 5.41508652322101 5.66008885475423
"ENSG00000011007" -0.187712891597388 1 1 -Inf 6.38748756034873 6.19977466875134
"ENSG00000011009" 0.716911987210681 4.76214994586989e-11 2.17901151973436e-10 22.2469796347888 5.60350852579263 6.32042051300331
"ENSG00000011021" -0.274389523814755 0.999999972467071 1 -Inf 4.36206867153023 4.08767914771548
